year,kind,rating,vote,country,runtime,genre1,genre2
2003.0,1,7.2,202.0,62,88.0,4,27
1998.0,1,3.8,271.0,15,95.0,0,7
2005.0,7,7.6,134.0,62,102.0,4,27
2003.0,7,7.9,164.0,62,93.0,6,14
2000.0,3,6.0,641.0,62,6.0,3,7
2003.0,3,5.7,399.0,62,98.0,24,27
1988.0,1,7.6,67057.0,62,83.0,7,19
1990.0,7,7.2,21.0,62,139.0,2,21
2002.0,7,6.8,22.0,62,309.0,14,27
1974.0,1,5.9,4065.0,61,90.0,0,13
2005.0,1,6.7,166.0,62,83.0,4,27
1997.0,3,7.0,594.0,62,100.0,7,27
1984.0,1,5.7,2175.0,35,147.0,1,13
2004.0,1,5.1,470.0,37,91.0,13,27
1998.0,3,4.5,1975.0,62,128.0,4,13
1998.0,1,6.6,305.0,62,146.0,6,14
1996.0,1,7.7,1960.0,61,89.0,6,14
2004.0,7,5.3,12532.0,62,94.0,0,1
1987.0,4,7.6,3221.0,61,417.0,4,27
2004.0,1,6.9,1916.0,15,101.04347826086956,4,7
1990.0,1,6.7,18.0,58,87.0,1,9
1993.0,4,6.8,10920.0,62,160.0,7,8
1997.0,1,6.7,194.0,34,43.0,4,7
1981.0,1,4.8,1038.0,55,117.0,0,5
1974.0,1,4.7,641.0,35,74.0,7,13
1990.0,7,8.2,180.0,62,92.0,6,14
1987.0,1,4.5,27.0,43,94.0,20,27
1998.0,1,6.5,3424.0,30,97.0,4,7
1999.0,1,6.3,434.0,36,110.0,0,7
1976.0,1,7.0,14259.0,10,28.0,7,13
2002.0,1,6.2,1493.0,61,60.0,4,5
1993.0,7,8.5,191.0,61,23.0,6,14
1979.0,4,7.4,58.0,61,31.0,16,27
2004.0,7,4.6,75.0,62,65.0,6,25
1984.0,1,7.5,1532.0,23,25.0,7,14
2002.0,1,5.5,5850.0,23,51.0,0,5
1993.0,3,5.7,370.0,62,30.0,4,7
1976.0,1,6.6,19667.0,37,134.0,7,19
1999.0,1,6.0,3284.0,47,169.0,7,12
2001.0,7,4.6,1144.0,62,102.8877434135166,0,5
1987.0,1,8.0,67916.0,65,60.0,7,9
1966.0,1,5.5,5148.0,37,61.0,0,1
1998.0,1,7.8,809.0,62,58.0,6,3
2002.0,7,2.4,417.0,4,241.0,0,13
1998.0,1,7.3,973.0,62,104.0,4,27
1999.0,1,5.1,13301.0,62,154.0,4,8
2000.0,2,8.3,18147.0,61,155.0,1,4
2004.0,7,7.7,31.0,62,110.0,8,27
2002.0,4,7.3,4265.0,37,101.98740157480314,2,4
2001.0,1,7.9,25554.0,37,51.0,2,7
1995.0,0,9.1,2399.0,61,90.0,7,27
1996.0,1,6.5,1656.0,55,88.0,4,19
2002.0,1,5.6,385.0,37,83.0,2,0
1997.0,1,6.5,101046.0,61,116.0,1,4
2003.0,1,3.1,1357.0,62,84.0,1,4
2002.0,1,7.4,28156.0,4,8.0,3,7
2001.0,1,7.6,120.0,34,101.0,6,12
1984.0,1,7.6,906.0,56,91.0,6,27
1992.0,4,9.0,93363.0,62,101.98740157480314,2,0
2005.0,7,8.1,121.0,62,126.0,6,21
1971.0,1,6.7,1364.0,62,142.0,7,9
1998.0,4,7.1,186.0,37,76.0,2,0
1959.0,4,9.0,75773.0,62,97.0,7,9
1985.0,1,7.6,23.0,61,143.0,6,14
1989.0,4,6.5,8365.0,62,101.04347826086956,4,7
2003.0,1,6.8,466400.0,62,180.0,0,20
1997.0,1,8.4,364432.0,37,108.0,2,0
1998.0,1,8.1,61463.0,35,100.02037351443124,7,14
1997.0,1,8.3,868.0,62,110.0,4,27
1988.0,1,8.2,1943.0,62,90.0,6,4
2002.0,3,7.1,165.0,61,97.0,6,27
1992.0,2,7.0,521.0,62,91.0,7,19
2001.0,1,7.3,8963.0,35,143.0,7,19
1999.0,3,5.9,1567.0,62,70.0,3,7
2000.0,1,6.7,6665.0,30,102.0,0,7
2004.0,7,8.4,29.0,62,33.0,14,27
2003.0,0,8.0,114.0,62,102.0,7,27
1959.0,4,9.0,75773.0,62,30.0,7,9
2005.0,7,3.5,464.0,8,50.0,0,7
1995.0,1,6.3,1958.0,61,118.0,4,7
2000.0,7,8.0,184.0,62,97.0,6,14
2005.0,7,2.2,75.0,62,44.0,0,13
1969.0,1,7.6,8868.0,61,60.0,4,7
1979.0,1,7.6,450.0,62,93.0,6,14
2003.0,4,6.1,76.0,37,93.0,2,0
1998.0,1,6.3,559.0,10,100.02037351443124,7,8
1988.0,1,5.2,8667.0,4,96.0,4,12
2003.0,3,5.1,283.0,10,83.0,5,7
1999.0,4,7.5,2029.0,62,57.0,19,2
2005.0,7,5.5,86.0,62,182.0,6,27
1995.0,1,7.5,9557.0,30,97.0,4,7
1996.0,0,8.1,190.0,61,90.0,5,7
1999.0,1,6.9,1777.0,10,105.0,4,27
1963.0,1,8.4,39523.0,37,40.0,5,7
2002.0,1,4.5,1149.0,23,98.0,0,4
2003.0,7,8.8,30.0,62,97.82007952286283,6,14
1997.0,4,6.5,37.0,37,92.0,2,4
1983.0,1,6.7,4735.0,27,6.0,0,4
1959.0,4,9.0,75773.0,62,14.0,7,9
1974.0,3,7.9,2000.0,62,115.0,7,12
1996.0,1,6.8,941.0,37,98.0,2,7
1986.0,1,6.4,1739.0,62,88.0,3,4
1998.0,1,5.9,5760.0,62,32.0,7,16
1995.0,1,7.1,5444.0,23,95.0,5,7
1983.0,3,7.6,3019.0,62,89.0,7,12
1974.0,1,5.9,1536.0,61,240.0,13,27
1943.0,1,6.3,596.0,62,110.0,18,4
1976.0,4,3.8,406.0,62,90.0,4,14
2001.0,4,6.9,26259.0,62,113.0,4,8
1992.0,7,7.8,213.0,61,106.0,14,27
2000.0,1,5.8,2477.0,27,30.0,0,4
1967.0,1,7.0,9899.0,61,102.78313253012048,13,16
2005.0,3,6.8,184.0,62,360.0,2,0
2004.0,7,4.3,6.0,62,109.0,5,13
1967.0,1,6.1,2702.0,61,93.0,9,13
1993.0,1,7.4,13279.0,4,103.0,4,5
1980.0,0,6.5,361.0,61,91.0,1,7
2003.0,4,7.3,409.0,10,103.0,2,0
2002.0,1,6.2,1615.0,55,24.0,4,7
1999.0,1,2.0,2655.0,62,88.0,4,27
1971.0,1,6.8,2192.0,65,102.0,4,7
2003.0,1,6.0,155.0,10,95.0,2,0
1993.0,1,7.7,27102.0,30,160.0,5,7
2002.0,3,7.0,152.0,62,109.0,6,12
2002.0,3,5.7,354.0,62,100.0,6,3
1992.0,2,7.4,2535.0,10,101.0,3,5
1990.0,0,7.3,449.0,62,93.0,4,20
1994.0,3,6.6,468.0,62,90.0,0,26
2004.0,1,7.7,21534.0,61,30.0,7,19
2003.0,7,7.7,29.0,61,92.0,14,27
1999.0,7,5.8,124.0,62,91.0,20,14
1977.0,1,6.5,232.0,58,24.0,0,1
2001.0,1,6.4,4106.0,62,100.0,4,5
2002.0,1,7.9,2581.0,62,84.0,6,4
1980.0,1,4.6,17.0,27,105.0,0,7
2003.0,1,7.2,33.0,62,107.0,7,20
1991.0,1,5.7,6796.0,62,60.0,4,7
2000.0,1,8.1,136327.0,27,63.0,7,19
1965.0,1,7.6,8157.0,16,80.0,4,19
1990.0,7,7.1,34.0,62,89.0,20,14
2000.0,1,6.4,2176.0,4,101.0,4,7
1951.0,1,5.9,491.0,62,112.0,24,27
1995.0,3,5.0,508.0,10,90.0,19,24
1994.0,1,6.6,1961.0,55,105.0,5,7
2003.0,3,6.8,248.0,62,44.0,6,12
1992.0,1,6.6,41054.0,62,98.0,7,24
2001.0,3,7.6,444.0,62,91.0,2,6
1978.0,1,6.9,18314.0,62,94.0,7,13
1997.0,4,8.1,8294.0,62,74.0,2,0
1993.0,1,6.0,943.0,10,90.0,18,25
2004.0,2,7.6,177.0,62,83.0,6,12
1998.0,2,7.5,71.0,62,85.0,6,12
1993.0,4,8.6,12130.0,62,30.0,5,7
1987.0,3,6.9,152.0,61,105.0,5,7
1988.0,3,4.9,157.0,62,100.0,7,24
2003.0,3,6.3,5187.0,62,73.0,0,5
1989.0,1,7.5,26201.0,62,105.0,6,27
1994.0,1,5.5,2172.0,41,22.0,1,7
1959.0,1,6.3,798.0,61,112.0,4,27
1991.0,1,6.3,31473.0,62,56.0,4,27
1987.0,1,7.4,13238.0,65,89.0,4,7
1992.0,1,7.1,9743.0,23,112.0,7,19
1997.0,7,7.6,23.0,62,103.0,6,27
1999.0,1,6.1,1102.0,62,60.0,7,14
2002.0,3,5.9,1046.0,62,100.0,0,1
1994.0,1,6.7,1678.0,61,81.0,4,5
1998.0,1,5.5,337.0,27,88.0,23,27
1983.0,1,4.7,1725.0,58,82.0,0,1
2004.0,3,6.3,19356.0,62,92.0,0,1
1978.0,1,7.7,243607.0,62,171.0,13,24
1987.0,4,8.6,108089.0,62,90.0,0,1
1984.0,4,7.5,1375.0,37,91.0,2,0
2001.0,1,6.1,49504.0,62,778.0,0,5
1996.0,1,5.0,33285.0,4,207.0,0,1
2003.0,1,8.0,3701.0,62,165.0,6,3
1958.0,1,5.2,3934.0,61,125.0,13,20
1996.0,1,7.2,271.0,62,25.0,6,27
1998.0,7,7.1,24.0,62,90.0,6,14
2001.0,1,7.1,3536.0,4,88.0,4,19
1997.0,0,7.9,115.0,62,105.0,6,3
1943.0,1,7.1,4413.0,62,60.0,16,24
2004.0,7,4.2,264.0,62,142.0,2,4
1966.0,1,7.2,8319.0,37,115.0,0,5
1972.0,1,6.5,1282.0,23,80.0,7,27
1991.0,1,7.8,132759.0,62,30.0,5,7
1995.0,1,6.9,1701.0,23,92.0,7,27
2000.0,3,8.2,80.0,62,52.0,6,14
1959.0,1,7.0,3722.0,61,138.0,7,27
1971.0,1,3.6,2021.0,62,98.0,13,20
2001.0,3,6.9,167.0,61,22.0,4,27
1928.0,1,7.6,3417.0,24,95.0,18,24
1944.0,1,7.3,5042.0,62,25.0,5,16
1960.0,1,7.7,29391.0,23,33.0,7,13
1959.0,1,7.0,8598.0,61,107.0,4,27
2000.0,0,7.7,157.0,62,99.0,6,3
1995.0,2,6.4,240.0,37,98.0,2,1
1959.0,1,7.5,2736.0,61,60.0,5,7
2001.0,1,7.9,361.0,24,180.0,6,3
2005.0,7,2.3,440.0,62,90.0,0,4
1983.0,1,8.2,3524.0,62,113.0,6,4
1998.0,0,5.5,529.0,10,90.0,8,9
2004.0,4,8.1,63182.0,10,182.0,0,1
1994.0,1,5.9,296.0,27,30.0,0,5
2003.0,1,7.9,9346.0,62,99.0,6,3
1986.0,1,5.5,147.0,62,50.0,6,21
1994.0,7,6.2,41.0,10,113.0,6,9
1992.0,1,7.5,1135.0,62,52.0,6,12
1999.0,1,7.1,23026.0,61,173.0,4,7
2001.0,1,7.1,6262.0,1,87.0,4,7
1999.0,3,7.4,116.0,62,86.0,6,20
2004.0,1,6.3,10247.0,61,183.0,7,16
2001.0,7,6.7,23.0,62,95.0,14,27
1994.0,1,6.9,1079.0,23,93.0,7,19
2002.0,1,7.2,1086.0,62,110.0,6,22
1991.0,1,4.2,1143.0,58,60.0,0,9
1984.0,3,5.1,1531.0,62,360.0,13,20
2000.0,1,4.6,1381.0,10,54.0,13,24
2003.0,7,8.8,803.0,7,87.0,6,14
2005.0,3,8.0,307.0,62,30.0,6,14
2003.0,1,4.8,306.0,27,77.0,4,19
1984.0,2,8.3,2066.0,61,88.0,7,12
1954.0,1,8.6,328689.0,37,170.0,0,1
2005.0,7,8.1,54.0,62,60.0,6,14
1998.0,1,7.9,3101.0,30,95.0,7,27
2001.0,4,7.6,104.0,37,101.98740157480314,2,4
1999.0,1,6.9,350.0,61,50.0,3,7
1994.0,0,7.9,2648.0,61,94.0,0,1
1999.0,1,6.4,6232.0,62,82.0,4,20
1996.0,1,7.8,39.0,62,83.0,14,27
1991.0,1,6.8,198.0,34,24.0,7,25
2003.0,3,6.6,459.0,62,101.0,7,8
2003.0,7,8.7,87.0,62,170.0,14,27
1975.0,1,8.3,25171.0,54,90.0,1,3
1994.0,1,7.8,19853.0,58,106.0,4,7
1951.0,1,7.9,10756.0,23,100.02037351443124,7,27
1979.0,1,6.0,2738.0,23,139.0,13,27
1994.0,4,8.1,15366.0,62,100.0,2,0
1990.0,3,5.9,3828.0,62,25.0,5,7
1996.0,7,7.9,239.0,62,129.0,6,14
2003.0,7,8.3,15.0,62,143.0,14,27
2002.0,1,6.9,6801.0,62,83.0,6,4
2000.0,1,6.3,862.0,37,96.0,0,12
1967.0,4,7.8,518.0,37,90.0,0,1
1980.0,1,6.5,1586.0,65,240.0,4,7
1999.0,4,7.9,11.0,62,99.0,4,27
1991.0,3,6.0,415.0,62,96.0,7,19
2002.0,1,6.8,670.0,62,30.0,6,27
2001.0,2,7.5,1382.0,37,75.0,2,21
1992.0,3,6.9,544.0,61,90.0,1,3
2003.0,0,7.4,638.0,61,112.0,5,7
1999.0,1,4.2,957.0,35,121.0,4,19
2004.0,1,8.6,8173.0,62,110.0,4,27
2002.0,1,3.1,2450.0,30,84.0,0,7
1998.0,1,6.6,19.0,10,91.0,14,27
2001.0,0,8.0,98.0,62,23.0,6,3
2003.0,1,6.9,7375.0,61,97.0,7,19
1997.0,1,7.4,856.0,62,150.0,6,14
1996.0,1,6.7,1021.0,27,100.0,0,5
2004.0,1,7.0,33925.0,30,87.0,0,4
1993.0,3,7.2,890.0,62,56.0,4,7
2004.0,1,6.2,902.0,27,78.0,4,5
2002.0,1,7.7,633.0,62,107.0,6,27
2003.0,7,7.8,48.0,62,110.0,14,27
1994.0,1,7.4,61.0,62,197.0,6,3
2000.0,1,6.8,3887.0,55,150.0,5,7
2000.0,1,8.2,22512.0,58,47.0,7,19
1990.0,1,7.4,1116.0,27,701.0,0,5
1989.0,1,5.8,2190.0,62,93.0,4,19
2001.0,1,8.1,69667.0,30,165.0,4,7
1978.0,3,5.3,1708.0,62,94.0,4,27
2001.0,1,4.8,17398.0,62,115.0,2,4
1961.0,1,8.2,117088.0,37,127.0,0,7
2002.0,1,7.2,259.0,62,98.0,6,4
2001.0,4,7.3,278.0,61,41.0,7,25
2001.0,7,7.4,76.0,62,104.0,6,22
1995.0,1,4.7,65.0,58,80.0,0,27
1996.0,3,6.1,549.0,62,84.0,7,27
1997.0,1,6.1,2335.0,30,40.0,4,7
1990.0,7,7.2,21.0,62,97.0,2,21
2005.0,7,6.3,382.0,62,90.0,2,27
1993.0,4,6.8,10920.0,62,116.0,7,8
1963.0,1,7.2,6782.0,23,104.0,7,25
2001.0,2,4.7,381.0,52,87.0,7,27
1996.0,7,6.5,338.0,62,16.0,8,27
2004.0,1,5.7,4790.0,27,375.0,7,13
2001.0,7,7.7,38.0,62,85.0,6,27
1974.0,1,8.0,99.0,62,116.0,6,14
2000.0,0,7.3,1979.0,61,87.0,5,7
1999.0,1,6.1,586.0,23,120.0,4,7
1999.0,7,6.6,87.0,62,97.82007952286283,6,27
1978.0,1,4.7,13259.0,62,97.0,1,4
2000.0,2,7.3,887.0,37,112.0,2,7
1997.0,1,7.5,7885.0,61,98.0,7,27
2003.0,1,6.5,42.0,62,98.0,8,27
1998.0,7,7.8,126.0,62,73.0,8,14
1995.0,3,7.5,5938.0,42,51.0,4,27
1988.0,1,6.0,4661.0,62,128.0,4,7
1999.0,1,7.2,6392.0,24,37.0,3,7
1997.0,1,6.6,1860.0,62,130.0,6,14
1997.0,4,8.1,19.0,62,60.0,6,27
1985.0,1,5.4,183.0,37,95.0,2,20
1977.0,1,7.4,22334.0,61,82.0,7,25
1989.0,0,7.4,412.0,61,97.1726907630522,1,7
1972.0,1,7.6,25655.0,62,85.0,4,19
2003.0,1,6.8,466405.0,62,108.0,0,20
1978.0,1,7.3,166692.0,62,105.0,0,1
1956.0,1,6.4,7433.0,62,93.0,0,13
1998.0,1,7.2,66500.0,37,103.0,13,16
2003.0,0,7.4,294.0,61,32.0,5,7
1991.0,3,6.7,374.0,62,60.0,24,27
2002.0,3,6.4,3218.0,62,97.0,7,27
1998.0,3,4.6,328.0,62,65.0,7,27
2001.0,2,8.3,2790.0,61,96.0,2,6
2003.0,1,7.1,632.0,62,61.0,6,3
1980.0,4,7.7,1742.0,61,88.0,7,9
2000.0,7,6.0,3063.0,62,30.0,2,1
1980.0,1,6.0,104.0,58,102.8877434135166,0,4
2004.0,1,4.8,278.0,62,96.0,5,7
1966.0,1,8.1,56717.0,35,90.0,7,25
1983.0,1,7.2,6384.0,23,98.0,4,5
1976.0,1,7.0,2668.0,61,97.0,1,8
1998.0,7,3.7,305.0,62,86.0,19,24
1972.0,1,8.1,32275.0,56,120.0,7,27
1998.0,4,7.1,178.0,37,51.0,2,1
1993.0,1,5.8,602.0,4,115.0,3,7
1980.0,1,8.1,12159.0,54,85.0,4,7
2004.0,7,6.0,33.0,43,99.0,6,3
1981.0,1,7.3,21605.0,10,83.0,1,7
2001.0,1,4.0,1200.0,10,99.0,4,8
2004.0,1,7.7,928.0,62,93.0,6,25
1998.0,7,6.1,114.0,61,118.0,13,27
1991.0,1,6.9,4939.0,62,91.0,3,4
1993.0,1,6.6,13674.0,61,142.0,5,7
2005.0,2,7.3,5577.0,62,32.0,7,19
1996.0,1,8.3,16117.0,62,25.0,6,5
2004.0,7,6.8,209.0,62,97.82007952286283,6,4
2003.0,4,8.0,7467.0,37,110.0,0,20
1996.0,1,5.8,4813.0,62,110.0,7,9
2004.0,1,4.2,1782.0,30,96.0,4,7
1983.0,1,5.2,1622.0,27,5.0,0,7
1983.0,3,6.4,213.0,61,41.0,7,27
1981.0,1,6.7,95849.0,61,42.0,0,1
2000.0,3,7.3,96.0,62,180.0,6,27
1999.0,1,6.9,1692.0,37,90.0,7,16
1944.0,1,7.1,632.0,61,23.0,4,27
1971.0,1,6.6,10081.0,35,85.0,13,16
2003.0,1,4.4,325.0,62,96.0,20,4
2004.0,3,5.6,2261.0,10,101.04347826086956,4,7
2000.0,3,6.0,523.0,62,110.0,3,7
2003.0,1,6.2,531.0,37,30.0,0,9
1984.0,1,6.8,51341.0,62,97.1726907630522,1,16
1979.0,1,7.0,2022.0,62,99.0,7,27
1950.0,1,6.5,1096.0,62,104.0,4,8
1999.0,1,6.3,1759.0,23,116.0,4,7
2003.0,1,5.2,40.0,7,85.0,20,27
2001.0,4,4.7,2520.0,10,87.0,0,5
1932.0,1,7.3,5480.0,23,95.0,4,27
1997.0,1,7.2,1672.0,10,121.0,7,27
1980.0,1,5.7,1580.0,23,99.0,7,13
1996.0,3,6.8,3263.0,62,102.0,4,7
1993.0,1,8.5,1085.0,62,112.0,6,14
1998.0,3,5.8,109.0,62,103.0,6,27
1971.0,1,6.7,10844.0,35,87.0,13,16
1975.0,3,7.4,385.0,62,100.02037351443124,7,19
1983.0,1,7.4,101961.0,62,103.0,1,4
2005.0,3,6.2,13.0,62,101.98740157480314,2,27
1959.0,4,9.0,75772.0,62,100.0,7,9
2004.0,1,7.3,11461.0,61,108.0,3,7
1998.0,7,7.2,671.0,10,132.0,2,21
1972.0,1,8.0,3888.0,30,23.0,4,15
2003.0,1,7.5,2598.0,12,99.30662983425414,5,7
2002.0,7,6.3,65.0,62,78.0,4,14
2005.0,7,4.5,87.0,62,90.0,13,27
2004.0,1,8.4,71.0,62,23.0,4,27
2002.0,1,6.2,88542.0,23,90.0,4,27
1945.0,1,7.2,3193.0,62,48.0,3,7
2002.0,1,4.4,398.0,62,90.0,6,7
2004.0,1,6.6,31.0,62,52.0,6,27
2002.0,3,7.9,91.0,61,99.0,6,27
2002.0,7,6.4,675.0,62,40.0,2,4
1975.0,1,5.3,6087.0,23,92.0,7,27
1985.0,1,7.1,42881.0,62,50.0,4,19
1991.0,3,7.7,111.0,61,94.0,3,27
2002.0,7,8.7,883.0,61,106.0,14,27
2004.0,1,6.6,192.0,62,55.0,6,27
1978.0,1,6.5,2424.0,27,102.8877434135166,0,7
2003.0,1,6.8,5249.0,62,45.0,6,8
1999.0,3,6.0,2571.0,62,136.0,0,20
1990.0,1,7.4,5932.0,33,88.0,7,24
1986.0,1,6.9,1248.0,27,91.0,0,7
2002.0,1,7.3,1685.0,5,94.0,6,3
2001.0,1,5.9,542.0,23,23.0,3,7
2002.0,1,6.7,45.0,64,101.04347826086956,4,7
1977.0,1,4.3,3188.0,62,112.0,0,1
2000.0,0,7.7,40.0,62,145.0,6,27
1959.0,4,9.0,75772.0,62,100.0,7,9
2002.0,1,6.1,14370.0,10,102.0,7,25
1996.0,7,4.2,4586.0,62,80.0,13,24
2000.0,7,5.5,15805.0,62,85.0,5,13
1972.0,4,7.7,4578.0,62,30.0,2,4
1972.0,1,7.3,35263.0,27,169.0,0,1
1983.0,1,7.7,54.0,62,97.82007952286283,6,7
1989.0,1,6.3,523.0,55,90.0,9,20
1994.0,1,9.3,2461873.0,62,77.0,7,27
2002.0,1,7.2,8671.0,37,89.0,2,21
2004.0,4,7.3,608.0,37,118.0,2,4
1994.0,1,8.5,1080665.0,23,180.0,0,5
2000.0,1,6.9,897.0,39,92.0,4,27
2000.0,7,7.2,677.0,62,78.0,20,14
2002.0,7,6.6,95.0,62,151.0,2,21
1999.0,1,5.5,2943.0,62,25.0,4,5
2002.0,1,7.9,433.0,61,23.0,6,14
1996.0,1,5.0,134.0,37,92.0,2,0
1982.0,3,5.8,56.0,62,55.0,2,8
2003.0,1,2.7,374.0,62,85.0,13,27
1999.0,1,5.6,935.0,4,101.0,4,19
1998.0,1,7.7,7696.0,30,93.0,7,19
2000.0,2,6.4,776.0,37,99.0,2,21
2004.0,4,7.4,20.0,10,98.0,6,27
2000.0,0,7.5,783.0,61,105.0,5,7
2002.0,7,8.4,103.0,62,91.0,6,14
2003.0,3,7.2,3850.0,62,88.0,3,7
1958.0,1,7.8,21112.0,23,254.0,4,27
2002.0,3,7.1,211.0,61,100.0,3,7
2003.0,3,3.1,185.0,62,90.0,7,19
2002.0,3,6.1,137.0,62,103.0,7,27
1998.0,1,6.1,7103.0,61,90.0,6,3
